,path,scale,paper size,drawing number,drawing title,building number,building name,name,room_name,room_desc,room_area,desc_loc_lists,name_locs,area_locs,PNG_title
4359,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BO019a,Plant Room ,15.53,"[{'y1': 4102, 'x1': 5112, 'y2': 4126, 'x2': 5195}, {'y1': 4063, 'x1': 5112, 'y2': 4087, 'x2': 5184}]","{'y1': 4025, 'x1': 5112, 'y2': 4049, 'x2': 5203}","{'y1': 4138, 'x1': 5110, 'y2': 4162, 'x2': 5227}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4360,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BOO2,,1.19,[],"{'y1': 4082, 'x1': 7336, 'y2': 4106, 'x2': 7409}","{'y1': 4139, 'x1': 7333, 'y2': 4163, 'x2': 7432}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4361,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,B001/B005,Foyer ,28.75,"[{'y1': 4151, 'x1': 7046, 'y2': 4181, 'x2': 7128}]","{'y1': 4113, 'x1': 7046, 'y2': 4137, 'x2': 7205}","{'y1': 4187, 'x1': 7046, 'y2': 4211, 'x2': 7165}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4362,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BO015/B016,Minor ,196.94,"[{'y1': 4257, 'x1': 5554, 'y2': 4281, 'x2': 5635}]","{'y1': 4219, 'x1': 5554, 'y2': 4243, 'x2': 5713}","{'y1': 4291, 'x1': 5555, 'y2': 4315, 'x2': 5690}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4363,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BO02a,Recording Studio ,13.4,"[{'y1': 4247, 'x1': 7269, 'y2': 4271, 'x2': 7360}, {'y1': 4208, 'x1': 7269, 'y2': 4238, 'x2': 7415}]","{'y1': 4169, 'x1': 7269, 'y2': 4193, 'x2': 7360}","{'y1': 4281, 'x1': 7272, 'y2': 4305, 'x2': 7370}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4364,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,B003,Jack ,70.53,"[{'y1': 4351, 'x1': 6674, 'y2': 4375, 'x2': 6740}]","{'y1': 4313, 'x1': 6674, 'y2': 4337, 'x2': 6747}","{'y1': 4385, 'x1': 6673, 'y2': 4410, 'x2': 6792}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4365,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BO19b,Projection Room ,41.24,"[{'y1': 4483, 'x1': 5057, 'y2': 4507, 'x2': 5140}, {'y1': 4444, 'x1': 5057, 'y2': 4474, 'x2': 5199}]","{'y1': 4405, 'x1': 5057, 'y2': 4429, 'x2': 5148}","{'y1': 4517, 'x1': 5053, 'y2': 4541, 'x2': 5173}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4366,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,BOo11,Store Room ,1.53,"[{'y1': 4680, 'x1': 5866, 'y2': 4704, 'x2': 5949}, {'y1': 4641, 'x1': 5866, 'y2': 4665, 'x2': 5942}]","{'y1': 4602, 'x1': 5866, 'y2': 4626, 'x2': 5934}","{'y1': 4713, 'x1': 5863, 'y2': 4738, 'x2': 5962}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4367,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,B012b,Gallery ,23.94,"[{'y1': 4760, 'x1': 6327, 'y2': 4791, 'x2': 6429}]","{'y1': 4722, 'x1': 6327, 'y2': 4746, 'x2': 6418}","{'y1': 4794, 'x1': 6328, 'y2': 4818, 'x2': 6448}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4368,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png,0.005,Al,MC031_B Floor,B Floor,MC031,Great Hall,Great Hall MC031_1,B019c,Balcony ,49.82,"[{'y1': 4807, 'x1': 5446, 'y2': 4837, 'x2': 5560}]","{'y1': 4768, 'x1': 5446, 'y2': 4792, 'x2': 5537}","{'y1': 4841, 'x1': 5442, 'y2': 4865, 'x2': 5562}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Great Hall MC031_1.png
4369,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_0.png,-1,A3,MC198_LG Floor,LG Floor,MC198,Grizedale College,Grizedale MC198_0,SW02,Stairwell ,11.3,"[{'y1': 2236, 'x1': 2839, 'y2': 2266, 'x2': 2991}]","{'y1': 2194, 'x1': 2839, 'y2': 2224, 'x2': 2947}","{'y1': 2279, 'x1': 2839, 'y2': 2309, 'x2': 2962}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_0.png
4370,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A02,Electric ,2.0,"[{'y1': 3227, 'x1': 2801, 'y2': 3257, 'x2': 2931}]","{'y1': 3185, 'x1': 2801, 'y2': 3214, 'x2': 2871}","{'y1': 3271, 'x1': 2791, 'y2': 3300, 'x2': 2894}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4371,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Lobby ,7.2,"[{'y1': 3337, 'x1': 4539, 'y2': 3375, 'x2': 4647}]",{},"{'y1': 3388, 'x1': 4539, 'y2': 3417, 'x2': 4641}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4372,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,Swo1,Stairwell ,16.4,"[{'y1': 3386, 'x1': 6680, 'y2': 3416, 'x2': 6829}]","{'y1': 3344, 'x1': 6680, 'y2': 3374, 'x2': 6781}","{'y1': 3433, 'x1': 6679, 'y2': 3463, 'x2': 6802}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4373,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Stairwell ,10.8,"[{'y1': 3397, 'x1': 3096, 'y2': 3427, 'x2': 3245}]",{},"{'y1': 3447, 'x1': 3096, 'y2': 3477, 'x2': 3218}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4374,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,AO IS ,5.7,"[{'y1': 3519, 'x1': 2814, 'y2': 3549, 'x2': 2847}, {'y1': 3477, 'x1': 2815, 'y2': 3506, 'x2': 2862}]",{},"{'y1': 3569, 'x1': 2813, 'y2': 3599, 'x2': 2915}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4375,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A005,Shop ,24.9,"[{'y1': 3576, 'x1': 6217, 'y2': 3614, 'x2': 6309}]","{'y1': 3534, 'x1': 6217, 'y2': 3563, 'x2': 6311}","{'y1': 3623, 'x1': 6217, 'y2': 3653, 'x2': 6342}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4376,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Stairwell ,16.2,"[{'y1': 3656, 'x1': 4783, 'y2': 3686, 'x2': 4932}]",{},"{'y1': 3699, 'x1': 4783, 'y2': 3729, 'x2': 4905}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4377,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,AO09,Kitchen ,6.4,"[{'y1': 3830, 'x1': 3063, 'y2': 3860, 'x2': 3194}]","{'y1': 3788, 'x1': 3064, 'y2': 3817, 'x2': 3134}","{'y1': 3867, 'x1': 3060, 'y2': 3897, 'x2': 3163}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4378,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A010,Bar ,19.2,"[{'y1': 3951, 'x1': 3340, 'y2': 3980, 'x2': 3401}]","{'y1': 3908, 'x1': 3340, 'y2': 3937, 'x2': 3433}","{'y1': 3998, 'x1': 3338, 'y2': 4028, 'x2': 3462}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4379,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A007,Wibbly Cafe ,31.7,"[{'y1': 4002, 'x1': 5258, 'y2': 4032, 'x2': 5341}, {'y1': 3953, 'x1': 5259, 'y2': 3990, 'x2': 5380}]","{'y1': 3888, 'x1': 5259, 'y2': 3917, 'x2': 5352}","{'y1': 4048, 'x1': 5259, 'y2': 4078, 'x2': 5383}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4380,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,,31.3,[],{},"{'y1': 4048, 'x1': 5662, 'y2': 4078, 'x2': 5786}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4381,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A011,Main ,109.6,"[{'y1': 4121, 'x1': 3899, 'y2': 4151, 'x2': 3982}]","{'y1': 4079, 'x1': 3899, 'y2': 4108, 'x2': 3987}","{'y1': 4171, 'x1': 3899, 'y2': 4201, 'x2': 4044}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4382,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A006,Kitchen ,31.9,"[{'y1': 4230, 'x1': 4920, 'y2': 4259, 'x2': 5050}]","{'y1': 4188, 'x1': 4920, 'y2': 4217, 'x2': 5013}","{'y1': 4282, 'x1': 4920, 'y2': 4312, 'x2': 5045}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4383,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Central ,182.2,"[{'y1': 4224, 'x1': 6855, 'y2': 4254, 'x2': 6983}]",{},"{'y1': 4267, 'x1': 6855, 'y2': 4297, 'x2': 7000}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4384,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A04,Porter's Store ,22.3,"[{'y1': 4526, 'x1': 2025, 'y2': 4556, 'x2': 2119}, {'y1': 4477, 'x1': 2025, 'y2': 4506, 'x2': 2160}]","{'y1': 4434, 'x1': 2025, 'y2': 4463, 'x2': 2095}","{'y1': 4578, 'x1': 2025, 'y2': 4608, 'x2': 2151}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4385,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,Swo2,Corridor ,11.1,"[{'y1': 4626, 'x1': 4337, 'y2': 4656, 'x2': 4483}]","{'y1': 4584, 'x1': 4337, 'y2': 4614, 'x2': 4444}","{'y1': 4677, 'x1': 4337, 'y2': 4706, 'x2': 4459}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4386,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,AO1,Foyer ,105.6,"[{'y1': 4699, 'x1': 2733, 'y2': 4736, 'x2': 2834}]","{'y1': 4657, 'x1': 2733, 'y2': 4686, 'x2': 2798}","{'y1': 4749, 'x1': 2733, 'y2': 4779, 'x2': 2878}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4387,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,WNC Access ,1.3,"[{'y1': 4767, 'x1': 6983, 'y2': 4797, 'x2': 7112}, {'y1': 4671, 'x1': 6982, 'y2': 4747, 'x2': 7076}]",{},"{'y1': 4810, 'x1': 6980, 'y2': 4840, 'x2': 7105}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4388,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,CR1,Corridor ,8.8,"[{'y1': 4832, 'x1': 5597, 'y2': 4862, 'x2': 5743}]","{'y1': 4789, 'x1': 5597, 'y2': 4819, 'x2': 5669}","{'y1': 4883, 'x1': 5597, 'y2': 4913, 'x2': 5699}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4389,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A05,Meeting Room ,25.4,"[{'y1': 4929, 'x1': 2071, 'y2': 4958, 'x2': 2175}, {'y1': 4880, 'x1': 2071, 'y2': 4917, 'x2': 2211}]","{'y1': 4838, 'x1': 2072, 'y2': 4867, 'x2': 2142}","{'y1': 4976, 'x1': 2072, 'y2': 5006, 'x2': 2197}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4390,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A014,Female Toilets ,14.7,"[{'y1': 5052, 'x1': 4789, 'y2': 5082, 'x2': 4907}, {'y1': 5003, 'x1': 4789, 'y2': 5033, 'x2': 4921}]","{'y1': 4961, 'x1': 4790, 'y2': 4990, 'x2': 4883}","{'y1': 5095, 'x1': 4789, 'y2': 5124, 'x2': 4912}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4391,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A012,Lower ,74.9,"[{'y1': 5133, 'x1': 4092, 'y2': 5163, 'x2': 4201}]","{'y1': 5090, 'x1': 4093, 'y2': 5120, 'x2': 4186}","{'y1': 5183, 'x1': 4092, 'y2': 5213, 'x2': 4217}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4392,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Lift Corridor ,3.2,"[{'y1': 5145, 'x1': 7457, 'y2': 5175, 'x2': 7603}, {'y1': 5103, 'x1': 7457, 'y2': 5133, 'x2': 7508}]",{},"{'y1': 5195, 'x1': 7457, 'y2': 5225, 'x2': 7559}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4393,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A015,Cellar ,35.7,"[{'y1': 5172, 'x1': 5454, 'y2': 5202, 'x2': 5559}]","{'y1': 5130, 'x1': 5454, 'y2': 5160, 'x2': 5548}","{'y1': 5222, 'x1': 5454, 'y2': 5252, 'x2': 5579}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4394,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A002,Kitchen ,3.9,"[{'y1': 5213, 'x1': 6988, 'y2': 5242, 'x2': 7119}]","{'y1': 5170, 'x1': 6989, 'y2': 5200, 'x2': 7082}","{'y1': 5254, 'x1': 6989, 'y2': 5284, 'x2': 7091}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4395,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,,Swo'1 Stairwell ,21.3,"[{'y1': 5342, 'x1': 3142, 'y2': 5372, 'x2': 3292}, {'y1': 5299, 'x1': 3142, 'y2': 5329, 'x2': 3244}]",{},"{'y1': 5392, 'x1': 3142, 'y2': 5422, 'x2': 3268}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4396,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,SW02,Stairwell ,11.3,"[{'y1': 5347, 'x1': 7474, 'y2': 5378, 'x2': 7624}]","{'y1': 5305, 'x1': 7474, 'y2': 5336, 'x2': 7581}","{'y1': 5390, 'x1': 7474, 'y2': 5420, 'x2': 7596}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4397,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,“A013—,Lobby ,2.6,"[{'y1': 5362, 'x1': 4800, 'y2': 5399, 'x2': 4908}]","{'y1': 5303, 'x1': 4772, 'y2': 5349, 'x2': 4938}","{'y1': 5412, 'x1': 4800, 'y2': 5442, 'x2': 4903}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4398,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,CR1,Corridor ,24.0,"[{'y1': 5358, 'x1': 6852, 'y2': 5388, 'x2': 6998}]","{'y1': 5316, 'x1': 6852, 'y2': 5346, 'x2': 6924}","{'y1': 5410, 'x1': 6852, 'y2': 5439, 'x2': 6978}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4399,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A06,CRO ,11.8,"[{'y1': 5418, 'x1': 1872, 'y2': 5448, 'x2': 1959}]","{'y1': 5376, 'x1': 1872, 'y2': 5406, 'x2': 1943}","{'y1': 5505, 'x1': 1872, 'y2': 5535, 'x2': 1994}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4400,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A016,Laundrette ,11.8,"[{'y1': 5480, 'x1': 6119, 'y2': 5510, 'x2': 6310}]","{'y1': 5438, 'x1': 6119, 'y2': 5468, 'x2': 6213}","{'y1': 5530, 'x1': 6119, 'y2': 5560, 'x2': 6241}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4401,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,A07,College ,10.2,"[{'y1': 5492, 'x1': 2190, 'y2': 5530, 'x2': 2325}]","{'y1': 5449, 'x1': 2191, 'y2': 5479, 'x2': 2261}","{'y1': 5591, 'x1': 2190, 'y2': 5621, 'x2': 2313}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4402,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png,0.01,Al,MC198_A_ Floor,"

A Floor",MC198,Grizedale College,Grizedale MC198_1,SW03,Stairwell ,7.7,"[{'y1': 5591, 'x1': 4792, 'y2': 5621, 'x2': 4942}]","{'y1': 5549, 'x1': 4792, 'y2': 5579, 'x2': 4899}","{'y1': 5641, 'x1': 4791, 'y2': 5670, 'x2': 4893}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_1.png
4403,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,04 Single ,10.2,"[{'y1': 2804, 'x1': 1852, 'y2': 2842, 'x2': 1963}, {'y1': 2762, 'x1': 1852, 'y2': 2792, 'x2': 1894}]",{},"{'y1': 2855, 'x1': 1853, 'y2': 2885, 'x2': 1976}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4404,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,02d Kitchen ,19.2,"[{'y1': 2804, 'x1': 2277, 'y2': 2834, 'x2': 2408}, {'y1': 2762, 'x1': 2277, 'y2': 2792, 'x2': 2341}]",{},"{'y1': 2855, 'x1': 2279, 'y2': 2885, 'x2': 2402}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4405,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,02d Kitchen ,19.5,"[{'y1': 2909, 'x1': 4197, 'y2': 2939, 'x2': 4328}, {'y1': 2866, 'x1': 4197, 'y2': 2896, 'x2': 4261}]",{},"{'y1': 2962, 'x1': 4200, 'y2': 2992, 'x2': 4323}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4406,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,06 Single ,2.0,"[{'y1': 2907, 'x1': 5626, 'y2': 2945, 'x2': 5738}, {'y1': 2865, 'x1': 5626, 'y2': 2894, 'x2': 5668}]",{},"{'y1': 2961, 'x1': 5671, 'y2': 2990, 'x2': 5749}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4407,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,02d Kitchen ,19.5,"[{'y1': 2907, 'x1': 6114, 'y2': 2937, 'x2': 6246}, {'y1': 2865, 'x1': 6114, 'y2': 2895, 'x2': 6178}]",{},"{'y1': 2961, 'x1': 6112, 'y2': 2991, 'x2': 6235}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4408,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,05 Single ,10.3,"[{'y1': 2993, 'x1': 2692, 'y2': 3031, 'x2': 2803}, {'y1': 2950, 'x1': 2692, 'y2': 2980, 'x2': 2734}]",{},"{'y1': 3042, 'x1': 2693, 'y2': 3072, 'x2': 2816}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
4409,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png,0.01,Al,MC198_B Floor,"

B Floor",MC198,Grizedale College,Grizedale MC198_2,,06 Single ,10.4,"[{'y1': 2993, 'x1': 3043, 'y2': 3031, 'x2': 3154}, {'y1': 2950, 'x1': 3043, 'y2': 2980, 'x2': 3085}]",{},"{'y1': 3042, 'x1': 3043, 'y2': 3072, 'x2': 3166}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Grizedale MC198_2.png
