,path,scale,paper size,drawing number,drawing title,building number,building name,name,room_name,room_desc,room_area,PNG_title
3629,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO039,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3630,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,B038,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3631,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO040,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3632,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO41,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3633,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,,BOOS Office ,0.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3634,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,Bo06a,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3635,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO042,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3636,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO043,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3637,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO00O5a,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3638,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO06,Office ,5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3639,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO03,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3640,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BOO4,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3641,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,B044,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3642,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO45,Office ,21.1,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3643,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO72a°,"] witch} Cleaner, ",2.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3644,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO02,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3645,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO87,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3646,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO86,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3647,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO084,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3648,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO082,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3649,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO80,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3650,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO78,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3651,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO76,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3652,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO74,Office ,9.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3653,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO72a°,"] Cleaner, W 2.8m? ",3.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3654,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO03,Office 10.3m? hal Sis W ,5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3655,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO89,Office ,21.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3656,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,idor4,,4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3657,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO67,Archive ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3658,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO65,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3659,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BOo60a,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3660,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO60,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3661,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO58,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3662,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO56,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3663,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO54,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3664,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO52,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3665,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO50,Office ,10.2,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3666,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO048,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3667,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,B046,Admin Office ,37.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3668,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO90,Office ,9.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3669,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO088,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3670,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO088a,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3671,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO85,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3672,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,B083,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3673,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,B08,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3674,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO79,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3675,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO77/,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3676,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO75,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3677,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO73,Office ,16.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3678,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO69,fl Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3679,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO068,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3680,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO64,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3681,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO064a,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3682,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO061a,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3683,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO61,Office ,10.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3684,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO59,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3685,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO57,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3686,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO55,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3687,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO53,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3688,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO51,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3689,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png,NTS,A1,MC0O71_B Floor,B Floor,MC071,Furness College,Furness College MC071_2,BO49,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_2.png
3690,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C014,Office ,22.2,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3691,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C015,Office ,10.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3692,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C017,Office ,10.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3693,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C018,Office ,10.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3694,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C020,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3695,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C022,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3696,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,,PO 30 Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3697,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C034,Seminar Room ,44.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3698,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,,S) ‘] ,5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3699,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C016,Office ,20.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3700,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C019,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3701,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C021,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3702,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C023,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3703,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C025,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3704,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C027,Base Room ,42.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3705,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C012,Office ,23,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3706,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,,nl es OVW taliwerl ,13,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3707,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C011,Office ,8.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3708,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C035,Seminar Room ,21.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3709,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C036,Office ,9.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3710,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C037,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3711,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C009,Office ,21,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3712,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C010,Office ,21.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3713,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C038,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3714,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C039,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3715,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C007,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3716,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C008,Office ,10.3,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3717,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C040,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3718,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C041,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3719,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C005,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3720,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C006,Office ,10.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3721,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C042,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
3722,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png,NTS,A1,MC0O71_C Floor,C Floor,MC071,Furness College,Furness College MC071_3,C043,Office ,10.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Furness College MC071_3.png
